[17/Jan 14:43:28] DEBUG : org.jbox2d.testbed.framework.j2d.TestPanelJ2D - dbImage is null, creating a new one
[17/Jan 14:43:29] DEBUG : org.reflections.Reflections - going to scan these urls:
	file:/afs/inf.ed.ac.uk/user/s10/s1039116/workspace/SDP/UoE-SDP-2013-Group-6/bin/

[17/Jan 14:43:29] INFO : org.reflections.Reflections - Reflections took 680 ms to scan 1 urls, producing 79 keys and 278 values 
[17/Jan 14:43:29] DEBUG : balle.strategy.StrategyFactory - ---------------------- getRunnableStrategies
[17/Jan 14:43:30] DEBUG : balle.strategy.StrategyFactory - Found 19 runnable strategies
[17/Jan 14:43:30] INFO : balle.strategy.StrategyRunner - StrategyRunner initialised
[17/Jan 14:43:42] INFO : balle.strategy.Game - Starting game strategy with initial strategy turned on
[17/Jan 14:43:42] INFO : balle.strategy.StrategyRunner - Started balle.strategy.friendly1.Game
[17/Jan 14:43:42] DEBUG : balle.strategy.Game - Selected strategy: balle.strategy.planner.GoToBallSafeProportional
[17/Jan 14:43:42] DEBUG : balle.strategy.Game - Selected strategy: balle.strategy.planner.GoToBallSafeProportional
[17/Jan 14:43:42] DEBUG : balle.strategy.Game - Selected strategy: balle.strategy.planner.GoToBallSafeProportional
[17/Jan 14:43:42] DEBUG : balle.strategy.Game - Selected strategy: balle.strategy.planner.SimpleGoToBallFaceGoal
[17/Jan 14:43:42] DEBUG : balle.strategy.Game - Selected strategy: balle.strategy.planner.SimpleGoToBallFaceGoal
[17/Jan 14:43:42] DEBUG : balle.strategy.Game - Selected strategy: balle.strategy.planner.SimpleGoToBallFaceGoal
[17/Jan 14:43:42] DEBUG : balle.strategy.Game - Selected strategy: balle.strategy.planner.SimpleGoToBallFaceGoal
[17/Jan 14:43:43] DEBUG : balle.strategy.Game - Selected strategy: balle.strategy.planner.SimpleGoToBallFaceGoal
[17/Jan 14:43:43] DEBUG : balle.strategy.Game - Selected strategy: balle.strategy.planner.SimpleGoToBallFaceGoal
[17/Jan 14:43:43] DEBUG : balle.strategy.Game - Selected strategy: balle.strategy.planner.SimpleGoToBallFaceGoal
[17/Jan 14:43:43] DEBUG : balle.strategy.Game - Selected strategy: balle.strategy.planner.SimpleGoToBallFaceGoal
[17/Jan 14:43:43] DEBUG : balle.strategy.Game - Selected strategy: balle.strategy.planner.SimpleGoToBallFaceGoal
[17/Jan 14:43:43] DEBUG : balle.strategy.Game - Selected strategy: balle.strategy.planner.SimpleGoToBallFaceGoal
[17/Jan 14:43:43] DEBUG : balle.strategy.Game - Selected strategy: balle.strategy.planner.SimpleGoToBallFaceGoal
[17/Jan 14:43:43] DEBUG : balle.strategy.Game - Selected strategy: balle.strategy.planner.SimpleGoToBallFaceGoal
[17/Jan 14:43:43] DEBUG : balle.strategy.Game - Selected strategy: balle.strategy.planner.SimpleGoToBallFaceGoal
[17/Jan 14:43:43] DEBUG : balle.strategy.Game - Selected strategy: balle.strategy.planner.SimpleGoToBallFaceGoal
[17/Jan 14:43:43] DEBUG : balle.strategy.Game - Selected strategy: balle.strategy.planner.SimpleGoToBallFaceGoal
[17/Jan 14:43:43] DEBUG : balle.strategy.Game - Selected strategy: balle.strategy.planner.SimpleGoToBallFaceGoal
[17/Jan 14:43:43] DEBUG : balle.strategy.Game - Selected strategy: balle.strategy.planner.SimpleGoToBallFaceGoal
[17/Jan 14:43:43] DEBUG : balle.strategy.Game - Selected strategy: balle.strategy.planner.SimpleGoToBallFaceGoal
[17/Jan 14:43:43] DEBUG : balle.strategy.Game - Selected strategy: balle.strategy.planner.SimpleGoToBallFaceGoal
[17/Jan 14:43:43] DEBUG : balle.strategy.Game - Selected strategy: balle.strategy.planner.SimpleGoToBallFaceGoal
[17/Jan 14:43:43] DEBUG : balle.strategy.Game - Selected strategy: balle.strategy.planner.SimpleGoToBallFaceGoal
[17/Jan 14:43:43] DEBUG : balle.strategy.Game - Selected strategy: balle.strategy.planner.SimpleGoToBallFaceGoal
[17/Jan 14:43:43] DEBUG : balle.strategy.Game - Selected strategy: balle.strategy.planner.SimpleGoToBallFaceGoal
[17/Jan 14:43:43] DEBUG : balle.strategy.Game - Selected strategy: balle.strategy.planner.SimpleGoToBallFaceGoal
[17/Jan 14:43:43] DEBUG : balle.strategy.Game - Selected strategy: balle.strategy.planner.SimpleGoToBallFaceGoal
[17/Jan 14:43:43] DEBUG : balle.strategy.Game - Selected strategy: balle.strategy.planner.SimpleGoToBallFaceGoal
[17/Jan 14:43:43] DEBUG : balle.strategy.Game - Selected strategy: balle.strategy.planner.SimpleGoToBallFaceGoal
[17/Jan 14:43:43] DEBUG : balle.strategy.Game - Selected strategy: balle.strategy.planner.SimpleGoToBallFaceGoal
[17/Jan 14:43:43] DEBUG : balle.strategy.Game - Selected strategy: balle.strategy.planner.SimpleGoToBallFaceGoal
[17/Jan 14:43:43] DEBUG : balle.strategy.Game - Selected strategy: balle.strategy.planner.SimpleGoToBallFaceGoal
[17/Jan 14:43:43] DEBUG : balle.strategy.Game - Selected strategy: balle.strategy.planner.SimpleGoToBallFaceGoal
[17/Jan 14:43:43] DEBUG : balle.strategy.Game - Selected strategy: balle.strategy.planner.SimpleGoToBallFaceGoal
[17/Jan 14:43:43] DEBUG : balle.strategy.Game - Selected strategy: balle.strategy.planner.SimpleGoToBallFaceGoal
[17/Jan 14:43:43] DEBUG : balle.strategy.Game - Selected strategy: balle.strategy.planner.SimpleGoToBallFaceGoal
[17/Jan 14:43:43] DEBUG : balle.strategy.Game - Selected strategy: balle.strategy.planner.SimpleGoToBallFaceGoal
[17/Jan 14:43:43] DEBUG : balle.strategy.Game - Selected strategy: balle.strategy.planner.SimpleGoToBallFaceGoal
[17/Jan 14:43:43] DEBUG : balle.strategy.Game - Selected strategy: balle.strategy.planner.SimpleGoToBallFaceGoal
[17/Jan 14:43:43] DEBUG : balle.strategy.Game - Selected strategy: balle.strategy.planner.SimpleGoToBallFaceGoal
[17/Jan 14:43:44] DEBUG : balle.strategy.Game - Selected strategy: balle.strategy.planner.SimpleGoToBallFaceGoal
[17/Jan 14:43:44] DEBUG : balle.strategy.Game - Selected strategy: balle.strategy.planner.SimpleGoToBallFaceGoal
[17/Jan 14:43:44] DEBUG : balle.strategy.Game - Selected strategy: balle.strategy.planner.SimpleGoToBallFaceGoal
[17/Jan 14:43:44] DEBUG : balle.strategy.Game - Selected strategy: balle.strategy.planner.SimpleGoToBallFaceGoal
[17/Jan 14:43:44] DEBUG : balle.strategy.Game - Selected strategy: balle.strategy.planner.SimpleGoToBallFaceGoal
[17/Jan 14:43:44] DEBUG : balle.strategy.Game - Selected strategy: balle.strategy.planner.SimpleGoToBallFaceGoal
[17/Jan 14:43:44] DEBUG : balle.strategy.Game - Selected strategy: balle.strategy.planner.SimpleGoToBallFaceGoal
[17/Jan 14:43:44] DEBUG : balle.strategy.Game - Selected strategy: balle.strategy.planner.SimpleGoToBallFaceGoal
[17/Jan 14:43:44] DEBUG : balle.strategy.Game - Selected strategy: balle.strategy.planner.SimpleGoToBallFaceGoal
[17/Jan 14:43:44] DEBUG : balle.strategy.Game - Selected strategy: balle.strategy.planner.SimpleGoToBallFaceGoal
[17/Jan 14:43:44] DEBUG : balle.strategy.Game - Selected strategy: balle.strategy.planner.SimpleGoToBallFaceGoal
[17/Jan 14:43:44] DEBUG : balle.strategy.Game - Selected strategy: balle.strategy.planner.SimpleGoToBallFaceGoal
[17/Jan 14:43:44] DEBUG : balle.strategy.Game - Selected strategy: balle.strategy.planner.SimpleGoToBallFaceGoal
[17/Jan 14:43:44] DEBUG : balle.strategy.Game - Selected strategy: balle.strategy.planner.SimpleGoToBallFaceGoal
[17/Jan 14:43:44] DEBUG : balle.strategy.Game - Selected strategy: balle.strategy.planner.GoToBall
[17/Jan 14:43:44] DEBUG : balle.strategy.Game - Selected strategy: balle.strategy.planner.GoToBall
[17/Jan 14:43:44] DEBUG : balle.strategy.Game - Selected strategy: balle.strategy.planner.GoToBall
[17/Jan 14:43:44] DEBUG : balle.strategy.Game - Selected strategy: balle.strategy.planner.GoToBall
[17/Jan 14:43:44] DEBUG : balle.strategy.Game - Selected strategy: balle.strategy.planner.GoToBall
[17/Jan 14:43:44] DEBUG : balle.strategy.Game - Selected strategy: balle.strategy.planner.GoToBall
[17/Jan 14:43:44] DEBUG : balle.strategy.Game - Selected strategy: balle.strategy.Dribble
[17/Jan 14:43:44] DEBUG : balle.strategy.Game - Selected strategy: balle.strategy.Dribble
[17/Jan 14:43:44] DEBUG : balle.strategy.Game - Selected strategy: balle.strategy.Dribble
[17/Jan 14:43:44] DEBUG : balle.strategy.Game - Selected strategy: balle.strategy.Dribble
[17/Jan 14:43:44] INFO : balle.strategy.friendly1.Game - Defending
[17/Jan 14:43:44] DEBUG : balle.strategy.Game - Selected strategy: balle.strategy.Dribble
[17/Jan 14:43:44] INFO : balle.strategy.friendly1.Game - Defending
[17/Jan 14:43:44] DEBUG : balle.strategy.Game - Selected strategy: balle.strategy.Dribble
[17/Jan 14:43:44] INFO : balle.strategy.friendly1.Game - Defending
[17/Jan 14:43:44] DEBUG : balle.strategy.Game - Selected strategy: balle.strategy.Dribble
[17/Jan 14:43:44] INFO : balle.strategy.friendly1.Game - Defending
[17/Jan 14:43:44] DEBUG : balle.strategy.Game - Selected strategy: balle.strategy.Dribble
[17/Jan 14:43:44] INFO : balle.strategy.friendly1.Game - Defending
[17/Jan 14:43:44] DEBUG : balle.strategy.Game - Selected strategy: balle.strategy.Dribble
[17/Jan 14:43:44] INFO : balle.strategy.friendly1.Game - Defending
[17/Jan 14:43:44] DEBUG : balle.strategy.Game - Selected strategy: balle.strategy.Dribble
[17/Jan 14:43:44] INFO : balle.strategy.friendly1.Game - Defending
[17/Jan 14:43:44] DEBUG : balle.strategy.Game - Selected strategy: balle.strategy.Dribble
[17/Jan 14:43:44] INFO : balle.strategy.friendly1.Game - Defending
[17/Jan 14:43:44] DEBUG : balle.strategy.Game - Selected strategy: balle.strategy.Dribble
[17/Jan 14:43:44] INFO : balle.strategy.friendly1.Game - Kicking the ball
[17/Jan 14:43:44] DEBUG : balle.strategy.Game - Selected strategy: balle.strategy.Dribble
[17/Jan 14:43:44] INFO : balle.strategy.friendly1.Game - Kicking the ball
[17/Jan 14:43:44] DEBUG : balle.strategy.Game - Selected strategy: balle.strategy.Dribble
[17/Jan 14:43:44] INFO : balle.strategy.friendly1.Game - Kicking the ball
[17/Jan 14:43:44] DEBUG : balle.strategy.Game - Selected strategy: balle.strategy.Dribble
[17/Jan 14:43:44] INFO : balle.strategy.friendly1.Game - Kicking the ball
[17/Jan 14:43:44] DEBUG : balle.strategy.Game - Selected strategy: balle.strategy.Dribble
[17/Jan 14:43:44] INFO : balle.strategy.friendly1.Game - Kicking the ball
[17/Jan 14:43:44] DEBUG : balle.strategy.Game - Selected strategy: balle.strategy.Dribble
[17/Jan 14:43:44] INFO : balle.strategy.friendly1.Game - Kicking the ball
[17/Jan 14:43:44] DEBUG : balle.strategy.Game - Selected strategy: balle.strategy.Dribble
[17/Jan 14:43:44] INFO : balle.strategy.friendly1.Game - Kicking the ball
[17/Jan 14:43:44] DEBUG : balle.strategy.Game - Selected strategy: balle.strategy.Dribble
[17/Jan 14:43:44] INFO : balle.strategy.friendly1.Game - Kicking the ball
[17/Jan 14:43:45] DEBUG : balle.strategy.Game - Selected strategy: balle.strategy.Dribble
[17/Jan 14:43:45] INFO : balle.strategy.friendly1.Game - Kicking the ball
[17/Jan 14:43:45] DEBUG : balle.strategy.Game - Selected strategy: balle.strategy.Dribble
[17/Jan 14:43:45] INFO : balle.strategy.friendly1.Game - Kicking the ball
[17/Jan 14:43:45] DEBUG : balle.strategy.Game - Selected strategy: balle.strategy.Dribble
[17/Jan 14:43:45] INFO : balle.strategy.friendly1.Game - Kicking the ball
[17/Jan 14:43:45] DEBUG : balle.strategy.Game - Selected strategy: balle.strategy.Dribble
[17/Jan 14:43:45] INFO : balle.strategy.friendly1.Game - Kicking the ball
[17/Jan 14:43:45] DEBUG : balle.strategy.Game - Selected strategy: balle.strategy.Dribble
[17/Jan 14:43:45] INFO : balle.strategy.friendly1.Game - Kicking the ball
[17/Jan 14:43:45] DEBUG : balle.strategy.Game - Selected strategy: balle.strategy.Dribble
[17/Jan 14:43:45] INFO : balle.strategy.friendly1.Game - Kicking the ball
[17/Jan 14:43:45] DEBUG : balle.strategy.Game - Selected strategy: balle.strategy.Dribble
[17/Jan 14:43:45] INFO : balle.strategy.friendly1.Game - Kicking the ball
[17/Jan 14:43:45] DEBUG : balle.strategy.Game - Selected strategy: balle.strategy.Dribble
[17/Jan 14:43:45] INFO : balle.strategy.friendly1.Game - Kicking the ball
[17/Jan 14:43:45] DEBUG : balle.strategy.Game - Selected strategy: balle.strategy.Dribble
[17/Jan 14:43:45] INFO : balle.strategy.friendly1.Game - Kicking the ball
[17/Jan 14:43:45] DEBUG : balle.strategy.Game - Selected strategy: balle.strategy.Dribble
[17/Jan 14:43:45] INFO : balle.strategy.friendly1.Game - Kicking the ball
[17/Jan 14:43:45] DEBUG : balle.strategy.Game - Selected strategy: balle.strategy.Dribble
[17/Jan 14:43:45] INFO : balle.strategy.friendly1.Game - Kicking the ball
[17/Jan 14:43:45] DEBUG : balle.strategy.Game - Selected strategy: balle.strategy.Dribble
[17/Jan 14:43:45] INFO : balle.strategy.friendly1.Game - Kicking the ball
[17/Jan 14:43:45] DEBUG : balle.strategy.Game - Selected strategy: balle.strategy.Dribble
[17/Jan 14:43:45] INFO : balle.strategy.friendly1.Game - Kicking the ball
[17/Jan 14:43:45] DEBUG : balle.strategy.Game - Selected strategy: balle.strategy.Dribble
[17/Jan 14:43:45] INFO : balle.strategy.friendly1.Game - Kicking the ball
[17/Jan 14:43:45] DEBUG : balle.strategy.Game - Selected strategy: balle.strategy.Dribble
[17/Jan 14:43:45] INFO : balle.strategy.friendly1.Game - Kicking the ball
[17/Jan 14:43:45] DEBUG : balle.strategy.Game - Selected strategy: balle.strategy.Dribble
[17/Jan 14:43:45] INFO : balle.strategy.friendly1.Game - Kicking the ball
[17/Jan 14:43:45] DEBUG : balle.strategy.Game - Selected strategy: balle.strategy.Dribble
[17/Jan 14:43:45] INFO : balle.strategy.friendly1.Game - Kicking the ball
[17/Jan 14:43:45] DEBUG : balle.strategy.Game - Selected strategy: balle.strategy.Dribble
[17/Jan 14:43:45] INFO : balle.strategy.friendly1.Game - Kicking the ball
[17/Jan 14:43:45] DEBUG : balle.strategy.Game - Selected strategy: balle.strategy.Dribble
[17/Jan 14:43:45] INFO : balle.strategy.friendly1.Game - Kicking the ball
[17/Jan 14:43:45] DEBUG : balle.strategy.Game - Selected strategy: balle.strategy.Dribble
[17/Jan 14:43:45] INFO : balle.strategy.friendly1.Game - Kicking the ball
[17/Jan 14:43:45] DEBUG : balle.strategy.Game - Selected strategy: balle.strategy.Dribble
[17/Jan 14:43:45] INFO : balle.strategy.friendly1.Game - Kicking the ball
[17/Jan 14:43:45] DEBUG : balle.strategy.Game - Selected strategy: balle.strategy.Dribble
[17/Jan 14:43:45] INFO : balle.strategy.friendly1.Game - Kicking the ball
[17/Jan 14:43:45] DEBUG : balle.strategy.Game - Selected strategy: balle.strategy.Dribble
[17/Jan 14:43:45] INFO : balle.strategy.friendly1.Game - Kicking the ball
[17/Jan 14:43:45] DEBUG : balle.strategy.Game - Selected strategy: balle.strategy.Dribble
[17/Jan 14:43:45] INFO : balle.strategy.friendly1.Game - Kicking the ball
[17/Jan 14:43:45] DEBUG : balle.strategy.Game - Selected strategy: balle.strategy.Dribble
[17/Jan 14:43:45] INFO : balle.strategy.friendly1.Game - Kicking the ball
[17/Jan 14:43:45] DEBUG : balle.strategy.Game - Selected strategy: balle.strategy.Dribble
[17/Jan 14:43:45] INFO : balle.strategy.friendly1.Game - Kicking the ball
[17/Jan 14:43:45] DEBUG : balle.strategy.Game - Selected strategy: balle.strategy.Dribble
[17/Jan 14:43:45] INFO : balle.strategy.friendly1.Game - Kicking the ball
[17/Jan 14:43:45] DEBUG : balle.strategy.Game - Selected strategy: balle.strategy.Dribble
[17/Jan 14:43:45] INFO : balle.strategy.friendly1.Game - Kicking the ball
[17/Jan 14:43:45] DEBUG : balle.strategy.Game - Selected strategy: balle.strategy.Dribble
[17/Jan 14:43:45] INFO : balle.strategy.friendly1.Game - Kicking the ball
[17/Jan 14:43:45] DEBUG : balle.strategy.Game - Selected strategy: balle.strategy.Dribble
[17/Jan 14:43:45] INFO : balle.strategy.friendly1.Game - Kicking the ball
[17/Jan 14:43:45] DEBUG : balle.strategy.Game - Selected strategy: balle.strategy.Dribble
[17/Jan 14:43:45] INFO : balle.strategy.friendly1.Game - Kicking the ball
[17/Jan 14:43:45] DEBUG : balle.strategy.Game - Selected strategy: balle.strategy.Dribble
[17/Jan 14:43:45] INFO : balle.strategy.friendly1.Game - Kicking the ball
[17/Jan 14:43:45] DEBUG : balle.strategy.Game - Selected strategy: balle.strategy.Dribble
[17/Jan 14:43:45] INFO : balle.strategy.friendly1.Game - Kicking the ball
[17/Jan 14:43:45] INFO : balle.strategy.friendly1.Game - Kicking the ball
[17/Jan 14:43:45] INFO : balle.strategy.friendly1.Game - Kicking the ball
[17/Jan 14:43:45] DEBUG : balle.strategy.Game - Selected strategy: balle.strategy.Dribble
[17/Jan 14:43:45] INFO : balle.strategy.friendly1.Game - Kicking the ball
[17/Jan 14:43:45] DEBUG : balle.strategy.Game - Selected strategy: balle.strategy.Dribble
[17/Jan 14:43:45] INFO : balle.strategy.friendly1.Game - Kicking the ball
[17/Jan 14:43:45] INFO : balle.strategy.planner.BackingOffStrategy - We're stuck! Back off
[17/Jan 14:43:45] WARN : balle.strategy.planner.BackingOffStrategy - Stopping
[17/Jan 14:43:45] INFO : balle.strategy.friendly1.Game - Kicking the ball
[17/Jan 14:43:45] WARN : balle.strategy.planner.BackingOffStrategy - Stopping
[17/Jan 14:43:45] INFO : balle.strategy.friendly1.Game - Kicking the ball
[17/Jan 14:43:45] WARN : balle.strategy.planner.BackingOffStrategy - Stopping
[17/Jan 14:43:45] INFO : balle.strategy.friendly1.Game - Kicking the ball
[17/Jan 14:43:45] WARN : balle.strategy.planner.BackingOffStrategy - Stopping
[17/Jan 14:43:46] INFO : balle.strategy.friendly1.Game - Kicking the ball
[17/Jan 14:43:46] WARN : balle.strategy.planner.BackingOffStrategy - Stopping
[17/Jan 14:43:46] INFO : balle.strategy.friendly1.Game - Kicking the ball
[17/Jan 14:43:46] WARN : balle.strategy.planner.BackingOffStrategy - Stopping
[17/Jan 14:43:46] INFO : balle.strategy.friendly1.Game - Kicking the ball
[17/Jan 14:43:46] WARN : balle.strategy.planner.BackingOffStrategy - Stopping
[17/Jan 14:43:46] INFO : balle.strategy.friendly1.Game - Kicking the ball
[17/Jan 14:43:46] WARN : balle.strategy.planner.BackingOffStrategy - Stopping
[17/Jan 14:43:46] INFO : balle.strategy.friendly1.Game - Kicking the ball
[17/Jan 14:43:46] WARN : balle.strategy.planner.BackingOffStrategy - Stopping
[17/Jan 14:43:46] INFO : balle.strategy.friendly1.Game - Kicking the ball
[17/Jan 14:43:46] WARN : balle.strategy.planner.BackingOffStrategy - Stopping
[17/Jan 14:43:46] INFO : balle.strategy.friendly1.Game - Kicking the ball
[17/Jan 14:43:46] WARN : balle.strategy.planner.BackingOffStrategy - Stopping
[17/Jan 14:43:46] INFO : balle.strategy.friendly1.Game - Kicking the ball
[17/Jan 14:43:46] WARN : balle.strategy.planner.BackingOffStrategy - Stopping
[17/Jan 14:43:46] INFO : balle.strategy.friendly1.Game - Kicking the ball
[17/Jan 14:43:46] WARN : balle.strategy.planner.BackingOffStrategy - Stopping
[17/Jan 14:43:46] INFO : balle.strategy.friendly1.Game - Kicking the ball
[17/Jan 14:43:46] WARN : balle.strategy.planner.BackingOffStrategy - Stopping
[17/Jan 14:43:46] INFO : balle.strategy.friendly1.Game - Kicking the ball
[17/Jan 14:43:46] WARN : balle.strategy.planner.BackingOffStrategy - Stopping
[17/Jan 14:43:46] INFO : balle.strategy.friendly1.Game - Kicking the ball
[17/Jan 14:43:46] WARN : balle.strategy.planner.BackingOffStrategy - Stopping
[17/Jan 14:43:46] INFO : balle.strategy.friendly1.Game - Kicking the ball
[17/Jan 14:43:46] WARN : balle.strategy.planner.BackingOffStrategy - Stopping
[17/Jan 14:43:46] INFO : balle.strategy.friendly1.Game - Kicking the ball
[17/Jan 14:43:46] WARN : balle.strategy.planner.BackingOffStrategy - Stopping
[17/Jan 14:43:46] INFO : balle.strategy.friendly1.Game - Defending
[17/Jan 14:43:46] INFO : balle.strategy.planner.GoToBall - Opponent is blocking the target, avoiding it
[17/Jan 14:43:46] WARN : balle.strategy.planner.BackingOffStrategy - Backing off!
[17/Jan 14:43:46] INFO : balle.strategy.planner.GoToBall - Approaching target from wrong side, calculating overshoot target
[17/Jan 14:43:46] INFO : balle.strategy.friendly1.Game - Defending
[17/Jan 14:43:46] INFO : balle.strategy.planner.GoToBall - Opponent is blocking the target, avoiding it
[17/Jan 14:43:46] WARN : balle.strategy.planner.BackingOffStrategy - Backing off!
[17/Jan 14:43:46] INFO : balle.strategy.planner.GoToBall - Approaching target from wrong side, calculating overshoot target
[17/Jan 14:43:46] INFO : balle.strategy.friendly1.Game - Ball is near our robot, turning to it
[17/Jan 14:43:46] WARN : balle.strategy.planner.BackingOffStrategy - Backing off!
[17/Jan 14:43:46] INFO : balle.strategy.planner.GoToBall - Approaching target from wrong side, calculating overshoot target
[17/Jan 14:43:46] INFO : balle.strategy.friendly1.Game - Ball is near our robot, turning to it
[17/Jan 14:43:46] WARN : balle.strategy.planner.BackingOffStrategy - Backing off!
[17/Jan 14:43:46] INFO : balle.strategy.planner.GoToBall - Approaching target from wrong side, calculating overshoot target
[17/Jan 14:43:46] INFO : balle.strategy.friendly1.Game - Ball is near our robot, turning to it
[17/Jan 14:43:46] WARN : balle.strategy.planner.BackingOffStrategy - Backing off!
[17/Jan 14:43:46] INFO : balle.strategy.planner.BackingOffStrategy - Finished backing off
[17/Jan 14:43:46] INFO : balle.strategy.planner.GoToBall - Approaching target from wrong side, calculating overshoot target
[17/Jan 14:43:46] INFO : balle.strategy.friendly1.Game - Ball is near our robot, turning to it
[17/Jan 14:43:46] DEBUG : balle.strategy.Game - Selected strategy: balle.strategy.planner.SimpleGoToBallFaceGoal
[17/Jan 14:43:46] INFO : balle.strategy.friendly1.GoToBall - Approaching target from wrong side, calculating overshoot target
[17/Jan 14:43:46] DEBUG : balle.strategy.Game - Selected strategy: balle.strategy.planner.SimpleGoToBallFaceGoal
[17/Jan 14:43:46] INFO : balle.strategy.friendly1.GoToBall - Approaching target from wrong side, calculating overshoot target
[17/Jan 14:43:46] DEBUG : balle.strategy.Game - Selected strategy: balle.strategy.planner.SimpleGoToBallFaceGoal
[17/Jan 14:43:46] INFO : balle.strategy.friendly1.GoToBall - Approaching target from wrong side, calculating overshoot target
[17/Jan 14:43:46] DEBUG : balle.strategy.Game - Selected strategy: balle.strategy.planner.SimpleGoToBallFaceGoal
[17/Jan 14:43:46] INFO : balle.strategy.friendly1.GoToBall - Approaching target from wrong side, calculating overshoot target
[17/Jan 14:43:46] DEBUG : balle.strategy.Game - Selected strategy: balle.strategy.planner.SimpleGoToBallFaceGoal
[17/Jan 14:43:46] INFO : balle.strategy.friendly1.GoToBall - Approaching target from wrong side, calculating overshoot target
[17/Jan 14:43:46] DEBUG : balle.strategy.Game - Selected strategy: balle.strategy.planner.SimpleGoToBallFaceGoal
[17/Jan 14:43:46] INFO : balle.strategy.friendly1.GoToBall - Approaching target from wrong side, calculating overshoot target
[17/Jan 14:43:46] DEBUG : balle.strategy.Game - Selected strategy: balle.strategy.planner.SimpleGoToBallFaceGoal
[17/Jan 14:43:46] INFO : balle.strategy.friendly1.GoToBall - Approaching target from wrong side, calculating overshoot target
[17/Jan 14:43:46] DEBUG : balle.strategy.Game - Selected strategy: balle.strategy.planner.SimpleGoToBallFaceGoal
[17/Jan 14:43:46] INFO : balle.strategy.friendly1.GoToBall - Approaching target from wrong side, calculating overshoot target
[17/Jan 14:43:46] DEBUG : balle.strategy.Game - Selected strategy: balle.strategy.planner.SimpleGoToBallFaceGoal
[17/Jan 14:43:46] INFO : balle.strategy.friendly1.GoToBall - Approaching target from wrong side, calculating overshoot target
[17/Jan 14:43:46] DEBUG : balle.strategy.Game - Selected strategy: balle.strategy.planner.SimpleGoToBallFaceGoal
